timestamp,task_id,task_phase_id,task_phase_name,phase_time_remaining(min),phase_power_demand(w),phase_power_used(w),phase_energy_consumed_cum(w),battery_level,task_phase_status,failure_event,orbital_phase,task_throughput_counter
370,T_0,T_0_cry_grw,cry_grw,0,0,0,6881,39,done,0,sunlight,2
370,T_1,T_1_deposition,deposition,0,0,0,3354,70,done,0,sunlight,2
370,T_1,T_1_ion_imp,ion_imp,0,0,0,1020,79,done,0,sunlight,2
370,T_1,T_1_cry_grw,cry_grw,0,0,0,6931,54,done,0,sunlight,2
370,T_2,T_2_deposition,deposition,0,0,0,3446,55,done,0,sunlight,2
370,T_2,T_2_ion_imp,ion_imp,0,0,0,1245,35,done,0,sunlight,2
370,T_2,T_2_cry_grw,cry_grw,67,37,37,3114,85,processing,0,sunlight,2
370,T_3,T_3_deposition,deposition,0,0,0,3586,87,done,0,sunlight,2
370,T_3,T_3_ion_imp,ion_imp,0,0,0,1194,48,done,0,sunlight,2
370,T_3,T_3_cry_grw,cry_grw,120,0,0,0,84,waiting,0,sunlight,2
370,T_4,T_4_deposition,deposition,0,0,0,3534,58,done,0,sunlight,2
370,T_4,T_4_ion_imp,ion_imp,0,0,0,1069,84,done,0,sunlight,2
370,T_4,T_4_cry_grw,cry_grw,120,0,0,0,81,waiting,0,sunlight,2
370,T_5,T_5_deposition,deposition,0,0,0,3545,65,done,0,sunlight,2
370,T_5,T_5_ion_imp,ion_imp,8,71,71,775,59,processing,0,sunlight,2
370,T_5,T_5_cry_grw,cry_grw,120,0,0,0,62,waiting,0,sunlight,2
370,T_6,T_6_deposition,deposition,49,43,43,759,78,processing,0,sunlight,2
370,T_6,T_6_ion_imp,ion_imp,20,0,0,0,41,waiting,0,sunlight,2
370,T_6,T_6_cry_grw,cry_grw,120,0,0,0,90,waiting,0,sunlight,2
370,T_7,T_7_deposition,deposition,60,0,0,0,52,waiting,0,sunlight,2
370,T_7,T_7_ion_imp,ion_imp,20,0,0,0,46,waiting,0,sunlight,2
370,T_7,T_7_cry_grw,cry_grw,120,0,0,0,70,waiting,0,sunlight,2
370,T_8,T_8_deposition,deposition,60,0,0,0,80,waiting,0,sunlight,2
370,T_8,T_8_ion_imp,ion_imp,20,0,0,0,84,waiting,0,sunlight,2
370,T_8,T_8_cry_grw,cry_grw,120,0,0,0,52,waiting,0,sunlight,2
370,T_9,T_9_deposition,deposition,60,0,0,0,56,waiting,0,sunlight,2
370,T_9,T_9_ion_imp,ion_imp,20,0,0,0,96,waiting,0,sunlight,2
370,T_9,T_9_cry_grw,cry_grw,120,0,0,0,75,waiting,0,sunlight,2
380,T_0,T_0_deposition,deposition,0,0,0,3494,44,done,0,sunlight,2
380,T_0,T_0_ion_imp,ion_imp,0,0,0,1043,66,done,0,sunlight,2
380,T_0,T_0_cry_grw,cry_grw,0,0,0,6881,37,done,0,sunlight,2
380,T_1,T_1_deposition,deposition,0,0,0,3354,46,done,0,sunlight,2
380,T_1,T_1_ion_imp,ion_imp,0,0,0,1020,43,done,0,sunlight,2
380,T_1,T_1_cry_grw,cry_grw,0,0,0,6931,74,done,0,sunlight,2
380,T_2,T_2_deposition,deposition,0,0,0,3446,55,done,0,sunlight,2
380,T_2,T_2_ion_imp,ion_imp,0,0,0,1245,37,done,0,sunlight,2
380,T_2,T_2_cry_grw,cry_grw,57,51,51,3683,54,processing,0,sunlight,2
380,T_3,T_3_deposition,deposition,0,0,0,3586,81,done,0,sunlight,2
380,T_3,T_3_ion_imp,ion_imp,0,0,0,1194,95,done,0,sunlight,2
380,T_3,T_3_cry_grw,cry_grw,120,0,0,0,90,waiting,0,sunlight,2
380,T_4,T_4_deposition,deposition,0,0,0,3534,75,done,0,sunlight,2
380,T_4,T_4_ion_imp,ion_imp,0,0,0,1069,100,done,0,sunlight,2
380,T_4,T_4_cry_grw,cry_grw,120,0,0,0,51,waiting,0,sunlight,2
380,T_5,T_5_deposition,deposition,0,0,0,3545,76,done,0,sunlight,2
380,T_5,T_5_ion_imp,ion_imp,0,0,0,1230,46,done,0,sunlight,2
380,T_5,T_5_cry_grw,cry_grw,120,0,0,0,80,waiting,0,sunlight,2
380,T_6,T_6_deposition,deposition,39,39,39,1299,39,processing,0,sunlight,2
380,T_6,T_6_ion_imp,ion_imp,20,0,0,0,87,waiting,0,sunlight,2
380,T_6,T_6_cry_grw,cry_grw,120,0,0,0,52,waiting,0,sunlight,2
380,T_7,T_7_deposition,deposition,60,0,0,0,71,waiting,0,sunlight,2
380,T_7,T_7_ion_imp,ion_imp,20,0,0,0,55,waiting,0,sunlight,2
380,T_7,T_7_cry_grw,cry_grw,120,0,0,0,42,waiting,0,sunlight,2
380,T_8,T_8_deposition,deposition,60,0,0,0,65,waiting,0,sunlight,2
380,T_8,T_8_ion_imp,ion_imp,20,0,0,0,71,waiting,0,sunlight,2
380,T_8,T_8_cry_grw,cry_grw,120,0,0,0,59,waiting,0,sunlight,2
380,T_9,T_9_deposition,deposition,60,0,0,0,88,waiting,0,sunlight,2
380,T_9,T_9_ion_imp,ion_imp,20,0,0,0,41,waiting,0,sunlight,2
380,T_9,T_9_cry_grw,cry_grw,120,0,0,0,85,waiting,0,sunlight,2
390,T_0,T_0_deposition,deposition,0,0,0,3494,97,done,0,sunlight,2
390,T_0,T_0_ion_imp,ion_imp,0,0,0,1043,91,done,0,sunlight,2
390,T_0,T_0_cry_grw,cry_grw,0,0,0,6881,46,done,0,sunlight,2
390,T_1,T_1_deposition,deposition,0,0,0,3354,99,done,0,sunlight,2
390,T_1,T_1_ion_imp,ion_imp,0,0,0,1020,96,done,0,sunlight,2
390,T_1,T_1_cry_grw,cry_grw,0,0,0,6931,82,done,0,sunlight,2
390,T_2,T_2_deposition,deposition,0,0,0,3446,74,done,0,sunlight,2
390,T_2,T_2_ion_imp,ion_imp,0,0,0,1245,86,done,0,sunlight,2
390,T_2,T_2_cry_grw,cry_grw,47,42,42,4325,94,processing,0,sunlight,2
390,T_3,T_3_deposition,deposition,0,0,0,3586,56,done,0,sunlight,2
390,T_3,T_3_ion_imp,ion_imp,0,0,0,1194,40,done,0,sunlight,2
390,T_3,T_3_cry_grw,cry_grw,120,0,0,0,43,waiting,0,sunlight,2
390,T_4,T_4_deposition,deposition,0,0,0,3534,83,done,0,sunlight,2
390,T_4,T_4_ion_imp,ion_imp,0,0,0,1069,100,done,0,sunlight,2
390,T_4,T_4_cry_grw,cry_grw,120,0,0,0,68,waiting,0,sunlight,2
390,T_5,T_5_deposition,deposition,0,0,0,3545,52,done,0,sunlight,2
390,T_5,T_5_ion_imp,ion_imp,0,0,0,1230,43,done,0,sunlight,2
390,T_5,T_5_cry_grw,cry_grw,120,0,0,0,79,waiting,0,sunlight,2
390,T_6,T_6_deposition,deposition,29,34,34,1791,77,processing,0,sunlight,2
390,T_6,T_6_ion_imp,ion_imp,20,0,0,0,56,waiting,0,sunlight,2
390,T_6,T_6_cry_grw,cry_grw,120,0,0,0,37,waiting,0,sunlight,2
390,T_7,T_7_deposition,deposition,60,0,0,0,62,waiting,0,sunlight,2
390,T_7,T_7_ion_imp,ion_imp,20,0,0,0,61,waiting,0,sunlight,2
390,T_7,T_7_cry_grw,cry_grw,120,0,0,0,72,waiting,0,sunlight,2
390,T_8,T_8_deposition,deposition,60,0,0,0,48,waiting,0,sunlight,2
390,T_8,T_8_ion_imp,ion_imp,20,0,0,0,65,waiting,0,sunlight,2
390,T_8,T_8_cry_grw,cry_grw,120,0,0,0,64,waiting,0,sunlight,2
390,T_9,T_9_deposition,deposition,60,0,0,0,93,waiting,0,sunlight,2
390,T_9,T_9_ion_imp,ion_imp,20,0,0,0,37,waiting,0,sunlight,2
390,T_9,T_9_cry_grw,cry_grw,120,0,0,0,78,waiting,0,sunlight,2
400,T_0,T_0_deposition,deposition,0,0,0,3494,34,done,0,sunlight,2
400,T_0,T_0_ion_imp,ion_imp,0,0,0,1043,80,done,0,sunlight,2
400,T_0,T_0_cry_grw,cry_grw,0,0,0,6881,40,done,0,sunlight,2
400,T_1,T_1_deposition,deposition,0,0,0,3354,62,done,0,sunlight,2
400,T_1,T_1_ion_imp,ion_imp,0,0,0,1020,65,done,0,sunlight,2
400,T_1,T_1_cry_grw,cry_grw,0,0,0,6931,64,done,0,sunlight,2
400,T_2,T_2_deposition,deposition,0,0,0,3446,82,done,0,sunlight,2
400,T_2,T_2_ion_imp,ion_imp,0,0,0,1245,44,done,0,sunlight,2
400,T_2,T_2_cry_grw,cry_grw,37,33,33,4911,92,processing,0,sunlight,2
400,T_3,T_3_deposition,deposition,0,0,0,3586,41,done,0,sunlight,2
400,T_3,T_3_ion_imp,ion_imp,0,0,0,1194,88,done,0,sunlight,2
400,T_3,T_3_cry_grw,cry_grw,120,0,0,0,96,waiting,0,sunlight,2
400,T_4,T_4_deposition,deposition,0,0,0,3534,85,done,0,sunlight,2
400,T_4,T_4_ion_imp,ion_imp,0,0,0,1069,95,done,0,sunlight,2
400,T_4,T_4_cry_grw,cry_grw,120,0,0,0,90,waiting,0,sunlight,2
400,T_5,T_5_deposition,deposition,0,0,0,3545,62,done,0,sunlight,2
400,T_5,T_5_ion_imp,ion_imp,0,0,0,1230,83,done,0,sunlight,2
400,T_5,T_5_cry_grw,cry_grw,120,0,0,0,96,waiting,0,sunlight,2
400,T_6,T_6_deposition,deposition,19,52,52,2290,91,processing,0,sunlight,2
400,T_6,T_6_ion_imp,ion_imp,20,0,0,0,61,waiting,0,sunlight,2
400,T_6,T_6_cry_grw,cry_grw,120,0,0,0,30,waiting,0,sunlight,2
400,T_7,T_7_deposition,deposition,60,0,0,0,70,waiting,0,sunlight,2
400,T_7,T_7_ion_imp,ion_imp,20,0,0,0,89,waiting,0,sunlight,2
400,T_7,T_7_cry_grw,cry_grw,120,0,0,0,68,waiting,0,sunlight,2
400,T_8,T_8_deposition,deposition,60,0,0,0,56,waiting,0,sunlight,2
400,T_8,T_8_ion_imp,ion_imp,20,0,0,0,89,waiting,0,sunlight,2
400,T_8,T_8_cry_grw,cry_grw,120,0,0,0,31,waiting,0,sunlight,2
400,T_9,T_9_deposition,deposition,60,0,0,0,44,waiting,0,sunlight,2
400,T_9,T_9_ion_imp,ion_imp,20,0,0,0,34,waiting,0,sunlight,2
400,T_9,T_9_cry_grw,cry_grw,120,0,0,0,31,waiting,0,sunlight,2
410,T_0,T_0_deposition,deposition,0,0,0,3494,98,done,0,eclipse,2
410,T_0,T_0_ion_imp,ion_imp,0,0,0,1043,100,done,0,eclipse,2
410,T_0,T_0_cry_grw,cry_grw,0,0,0,6881,64,done,0,eclipse,2
410,T_1,T_1_deposition,deposition,0,0,0,3354,96,done,0,eclipse,2
410,T_1,T_1_ion_imp,ion_imp,0,0,0,1020,38,done,0,eclipse,2
410,T_1,T_1_cry_grw,cry_grw,0,0,0,6931,68,done,0,eclipse,2
410,T_2,T_2_deposition,deposition,0,0,0,3446,68,done,0,eclipse,2
410,T_2,T_2_ion_imp,ion_imp,0,0,0,1245,66,done,0,eclipse,2
410,T_2,T_2_cry_grw,cry_grw,27,33,33,5497,56,processing,0,eclipse,2
410,T_3,T_3_deposition,deposition,0,0,0,3586,62,done,0,eclipse,2
410,T_3,T_3_ion_imp,ion_imp,0,0,0,1194,96,done,0,eclipse,2
410,T_3,T_3_cry_grw,cry_grw,120,0,0,0,96,waiting,0,eclipse,2
410,T_4,T_4_deposition,deposition,0,0,0,3534,72,done,0,eclipse,2
410,T_4,T_4_ion_imp,ion_imp,0,0,0,1069,83,done,0,eclipse,2
410,T_4,T_4_cry_grw,cry_grw,120,0,0,0,83,waiting,0,eclipse,2
410,T_5,T_5_deposition,deposition,0,0,0,3545,56,done,0,eclipse,2
410,T_5,T_5_ion_imp,ion_imp,0,0,0,1230,91,done,0,eclipse,2
410,T_5,T_5_cry_grw,cry_grw,120,0,0,0,94,waiting,0,eclipse,2
410,T_6,T_6_deposition,deposition,9,45,45,2836,75,processing,0,eclipse,2
410,T_6,T_6_ion_imp,ion_imp,20,0,0,0,90,waiting,0,eclipse,2
410,T_6,T_6_cry_grw,cry_grw,120,0,0,0,32,waiting,0,eclipse,2
410,T_7,T_7_deposition,deposition,60,0,0,0,100,waiting,0,eclipse,2
410,T_7,T_7_ion_imp,ion_imp,20,0,0,0,79,waiting,0,eclipse,2
410,T_7,T_7_cry_grw,cry_grw,120,0,0,0,44,waiting,0,eclipse,2
410,T_8,T_8_deposition,deposition,60,0,0,0,50,waiting,0,eclipse,2
410,T_8,T_8_ion_imp,ion_imp,20,0,0,0,74,waiting,0,eclipse,2
410,T_8,T_8_cry_grw,cry_grw,120,0,0,0,86,waiting,0,eclipse,2
410,T_9,T_9_deposition,deposition,60,0,0,0,62,waiting,0,eclipse,2
410,T_9,T_9_ion_imp,ion_imp,20,0,0,0,100,waiting,0,eclipse,2
410,T_9,T_9_cry_grw,cry_grw,120,0,0,0,98,waiting,0,eclipse,2
420,T_0,T_0_deposition,deposition,0,0,0,3494,84,done,0,eclipse,2
420,T_0,T_0_ion_imp,ion_imp,0,0,0,1043,78,done,0,eclipse,2
420,T_0,T_0_cry_grw,cry_grw,0,0,0,6881,74,done,0,eclipse,2
420,T_1,T_1_deposition,deposition,0,0,0,3354,95,done,0,eclipse,2
420,T_1,T_1_ion_imp,ion_imp,0,0,0,1020,34,done,0,eclipse,2
420,T_1,T_1_cry_grw,cry_grw,0,0,0,6931,81,done,0,eclipse,2
420,T_2,T_2_deposition,deposition,0,0,0,3446,36,done,0,eclipse,2
420,T_2,T_2_ion_imp,ion_imp,0,0,0,1245,76,done,0,eclipse,2
420,T_2,T_2_cry_grw,cry_grw,17,52,52,6019,99,processing,0,eclipse,2
420,T_3,T_3_deposition,deposition,0,0,0,3586,30,done,0,eclipse,2
420,T_3,T_3_ion_imp,ion_imp,0,0,0,1194,44,done,0,eclipse,2
420,T_3,T_3_cry_grw,cry_grw,120,0,0,0,59,waiting,0,eclipse,2
420,T_4,T_4_deposition,deposition,0,0,0,3534,77,done,0,eclipse,2
420,T_4,T_4_ion_imp,ion_imp,0,0,0,1069,43,done,0,eclipse,2
420,T_4,T_4_cry_grw,cry_grw,120,0,0,0,90,waiting,0,eclipse,2
420,T_5,T_5_deposition,deposition,0,0,0,3545,72,done,0,eclipse,2
420,T_5,T_5_ion_imp,ion_imp,0,0,0,1230,50,done,0,eclipse,2
420,T_5,T_5_cry_grw,cry_grw,120,0,0,0,77,waiting,0,eclipse,2
420,T_6,T_6_deposition,deposition,0,0,0,3326,56,done,0,eclipse,2
420,T_6,T_6_ion_imp,ion_imp,18,47,47,179,47,processing,0,eclipse,2
420,T_6,T_6_cry_grw,cry_grw,120,0,0,0,31,waiting,0,eclipse,2
420,T_7,T_7_deposition,deposition,59,64,64,120,62,processing,0,eclipse,2
420,T_7,T_7_ion_imp,ion_imp,20,0,0,0,51,waiting,0,eclipse,2
420,T_7,T_7_cry_grw,cry_grw,120,0,0,0,65,waiting,0,eclipse,2
420,T_8,T_8_deposition,deposition,60,0,0,0,59,waiting,0,eclipse,2
420,T_8,T_8_ion_imp,ion_imp,20,0,0,0,71,waiting,0,eclipse,2
420,T_8,T_8_cry_grw,cry_grw,120,0,0,0,65,waiting,0,eclipse,2
420,T_9,T_9_deposition,deposition,60,0,0,0,49,waiting,0,eclipse,2
420,T_9,T_9_ion_imp,ion_imp,20,0,0,0,46,waiting,0,eclipse,2
420,T_9,T_9_cry_grw,cry_grw,120,0,0,0,78,waiting,0,eclipse,2
430,T_0,T_0_deposition,deposition,0,0,0,3494,87,done,0,eclipse,2
430,T_0,T_0_ion_imp,ion_imp,0,0,0,1043,79,done,0,eclipse,2
430,T_0,T_0_cry_grw,cry_grw,0,0,0,6881,100,done,0,eclipse,2
430,T_1,T_1_deposition,deposition,0,0,0,3354,88,done,0,eclipse,2
430,T_1,T_1_ion_imp,ion_imp,0,0,0,1020,53,done,0,eclipse,2
430,T_1,T_1_cry_grw,cry_grw,0,0,0,6931,52,done,0,eclipse,2
430,T_2,T_2_deposition,deposition,0,0,0,3446,73,done,0,eclipse,2
430,T_2,T_2_ion_imp,ion_imp,0,0,0,1245,72,done,0,eclipse,2
430,T_2,T_2_cry_grw,cry_grw,7,73,73,6495,82,processing,0,eclipse,2
430,T_3,T_3_deposition,deposition,0,0,0,3586,74,done,0,eclipse,2
430,T_3,T_3_ion_imp,ion_imp,0,0,0,1194,49,done,0,eclipse,2
430,T_3,T_3_cry_grw,cry_grw,120,0,0,0,76,waiting,0,eclipse,2
430,T_4,T_4_deposition,deposition,0,0,0,3534,42,done,0,eclipse,2
430,T_4,T_4_ion_imp,ion_imp,0,0,0,1069,41,done,0,eclipse,2
430,T_4,T_4_cry_grw,cry_grw,120,0,0,0,89,waiting,0,eclipse,2
430,T_5,T_5_deposition,deposition,0,0,0,3545,61,done,0,eclipse,2
430,T_5,T_5_ion_imp,ion_imp,0,0,0,1230,52,done,0,eclipse,2
430,T_5,T_5_cry_grw,cry_grw,120,0,0,0,71,waiting,0,eclipse,2
430,T_6,T_6_deposition,deposition,0,0,0,3326,73,done,0,eclipse,2
430,T_6,T_6_ion_imp,ion_imp,8,54,54,728,67,processing,0,eclipse,2
430,T_6,T_6_cry_grw,cry_grw,120,0,0,0,58,waiting,0,eclipse,2
430,T_7,T_7_deposition,deposition,49,58,58,700,93,processing,0,eclipse,2
430,T_7,T_7_ion_imp,ion_imp,20,0,0,0,57,waiting,0,eclipse,2
430,T_7,T_7_cry_grw,cry_grw,120,0,0,0,88,waiting,0,eclipse,2
430,T_8,T_8_deposition,deposition,60,0,0,0,46,waiting,0,eclipse,2
430,T_8,T_8_ion_imp,ion_imp,20,0,0,0,33,waiting,0,eclipse,2
430,T_8,T_8_cry_grw,cry_grw,120,0,0,0,73,waiting,0,eclipse,2
430,T_9,T_9_deposition,deposition,60,0,0,0,37,waiting,0,eclipse,2
430,T_9,T_9_ion_imp,ion_imp,20,0,0,0,44,waiting,0,eclipse,2
430,T_9,T_9_cry_grw,cry_grw,120,0,0,0,51,waiting,0,eclipse,2
440,T_0,T_0_deposition,deposition,0,0,0,3494,79,done,0,eclipse,3
440,T_0,T_0_ion_imp,ion_imp,0,0,0,1043,73,done,0,eclipse,3
440,T_0,T_0_cry_grw,cry_grw,0,0,0,6881,35,done,0,eclipse,3
440,T_1,T_1_deposition,deposition,0,0,0,3354,88,done,0,eclipse,3
440,T_1,T_1_ion_imp,ion_imp,0,0,0,1020,67,done,0,eclipse,3
440,T_1,T_1_cry_grw,cry_grw,0,0,0,6931,84,done,0,eclipse,3
440,T_2,T_2_deposition,deposition,0,0,0,3446,48,done,0,eclipse,3
440,T_2,T_2_ion_imp,ion_imp,0,0,0,1245,82,done,0,eclipse,3
440,T_2,T_2_cry_grw,cry_grw,0,0,0,6877,75,done,0,eclipse,3
440,T_3,T_3_deposition,deposition,0,0,0,3586,97,done,0,eclipse,3
440,T_3,T_3_ion_imp,ion_imp,0,0,0,1194,55,done,0,eclipse,3
440,T_3,T_3_cry_grw,cry_grw,117,35,35,133,74,processing,0,eclipse,3
440,T_4,T_4_deposition,deposition,0,0,0,3534,67,done,0,eclipse,3
440,T_4,T_4_ion_imp,ion_imp,0,0,0,1069,31,done,0,eclipse,3
440,T_4,T_4_cry_grw,cry_grw,120,0,0,0,92,waiting,0,eclipse,3
440,T_5,T_5_deposition,deposition,0,0,0,3545,62,done,0,eclipse,3
440,T_5,T_5_ion_imp,ion_imp,0,0,0,1230,61,done,0,eclipse,3
440,T_5,T_5_cry_grw,cry_grw,120,0,0,0,86,waiting,0,eclipse,3
440,T_6,T_6_deposition,deposition,0,0,0,3326,63,done,0,eclipse,3
440,T_6,T_6_ion_imp,ion_imp,0,0,0,1154,52,done,0,eclipse,3
440,T_6,T_6_cry_grw,cry_grw,120,0,0,0,89,waiting,0,eclipse,3
440,T_7,T_7_deposition,deposition,39,59,59,1204,87,processing,0,eclipse,3
440,T_7,T_7_ion_imp,ion_imp,20,0,0,0,99,waiting,0,eclipse,3
440,T_7,T_7_cry_grw,cry_grw,120,0,0,0,59,waiting,0,eclipse,3
440,T_8,T_8_deposition,deposition,60,0,0,0,48,waiting,0,eclipse,3
440,T_8,T_8_ion_imp,ion_imp,20,0,0,0,33,waiting,0,eclipse,3
440,T_8,T_8_cry_grw,cry_grw,120,0,0,0,64,waiting,0,eclipse,3
440,T_9,T_9_deposition,deposition,60,0,0,0,37,waiting,0,eclipse,3
440,T_9,T_9_ion_imp,ion_imp,20,0,0,0,76,waiting,0,eclipse,3
440,T_9,T_9_cry_grw,cry_grw,120,0,0,0,55,waiting,0,eclipse,3
450,T_0,T_0_deposition,deposition,0,0,0,3494,54,done,0,sunlight,3
450,T_0,T_0_ion_imp,ion_imp,0,0,0,1043,80,done,0,sunlight,3
450,T_0,T_0_cry_grw,cry_grw,0,0,0,6881,100,done,0,sunlight,3
450,T_1,T_1_deposition,deposition,0,0,0,3354,62,done,0,sunlight,3
450,T_1,T_1_ion_imp,ion_imp,0,0,0,1020,90,done,0,sunlight,3
450,T_1,T_1_cry_grw,cry_grw,0,0,0,6931,69,done,0,sunlight,3
450,T_2,T_2_deposition,deposition,0,0,0,3446,73,done,0,sunlight,3
450,T_2,T_2_ion_imp,ion_imp,0,0,0,1245,54,done,0,sunlight,3
450,T_2,T_2_cry_grw,cry_grw,0,0,0,6877,71,done,0,sunlight,3
450,T_3,T_3_deposition,deposition,0,0,0,3586,100,done,0,sunlight,3
450,T_3,T_3_ion_imp,ion_imp,0,0,0,1194,35,done,0,sunlight,3
450,T_3,T_3_cry_grw,cry_grw,107,49,49,639,38,processing,0,sunlight,3
450,T_4,T_4_deposition,deposition,0,0,0,3534,64,done,0,sunlight,3
450,T_4,T_4_ion_imp,ion_imp,0,0,0,1069,74,done,0,sunlight,3
450,T_4,T_4_cry_grw,cry_grw,120,0,0,0,65,waiting,0,sunlight,3
450,T_5,T_5_deposition,deposition,0,0,0,3545,88,done,0,sunlight,3
450,T_5,T_5_ion_imp,ion_imp,0,0,0,1230,58,done,0,sunlight,3
450,T_5,T_5_cry_grw,cry_grw,120,0,0,0,91,waiting,0,sunlight,3
450,T_6,T_6_deposition,deposition,0,0,0,3326,60,done,0,sunlight,3
450,T_6,T_6_ion_imp,ion_imp,0,0,0,1154,69,done,0,sunlight,3
450,T_6,T_6_cry_grw,cry_grw,120,0,0,0,41,waiting,0,sunlight,3
450,T_7,T_7_deposition,deposition,29,60,60,1798,52,processing,0,sunlight,3
450,T_7,T_7_ion_imp,ion_imp,20,0,0,0,80,waiting,0,sunlight,3
450,T_7,T_7_cry_grw,cry_grw,120,0,0,0,77,waiting,0,sunlight,3
450,T_8,T_8_deposition,deposition,60,0,0,0,85,waiting,0,sunlight,3
450,T_8,T_8_ion_imp,ion_imp,20,0,0,0,47,waiting,0,sunlight,3
450,T_8,T_8_cry_grw,cry_grw,120,0,0,0,62,waiting,0,sunlight,3
450,T_9,T_9_deposition,deposition,60,0,0,0,43,waiting,0,sunlight,3
450,T_9,T_9_ion_imp,ion_imp,20,0,0,0,80,waiting,0,sunlight,3
450,T_9,T_9_cry_grw,cry_grw,120,0,0,0,71,waiting,0,sunlight,3
460,T_0,T_0_deposition,deposition,0,0,0,3494,70,done,0,sunlight,3
460,T_0,T_0_ion_imp,ion_imp,0,0,0,1043,58,done,0,sunlight,3
460,T_0,T_0_cry_grw,cry_grw,0,0,0,6881,52,done,0,sunlight,3
460,T_1,T_1_deposition,deposition,0,0,0,3354,30,done,0,sunlight,3
460,T_1,T_1_ion_imp,ion_imp,0,0,0,1020,56,done,0,sunlight,3
460,T_1,T_1_cry_grw,cry_grw,0,0,0,6931,45,done,0,sunlight,3
460,T_2,T_2_deposition,deposition,0,0,0,3446,41,done,0,sunlight,3
460,T_2,T_2_ion_imp,ion_imp,0,0,0,1245,56,done,0,sunlight,3
460,T_2,T_2_cry_grw,cry_grw,0,0,0,6877,46,done,0,sunlight,3
460,T_3,T_3_deposition,deposition,0,0,0,3586,40,done,0,sunlight,3
460,T_3,T_3_ion_imp,ion_imp,0,0,0,1194,95,done,0,sunlight,3
460,T_3,T_3_cry_grw,cry_grw,97,77,77,1301,74,processing,0,sunlight,3
460,T_4,T_4_deposition,deposition,0,0,0,3534,97,done,0,sunlight,3
460,T_4,T_4_ion_imp,ion_imp,0,0,0,1069,44,done,0,sunlight,3
460,T_4,T_4_cry_grw,cry_grw,120,0,0,0,34,waiting,0,sunlight,3
460,T_5,T_5_deposition,deposition,0,0,0,3545,61,done,0,sunlight,3
460,T_5,T_5_ion_imp,ion_imp,0,0,0,1230,32,done,0,sunlight,3
460,T_5,T_5_cry_grw,cry_grw,120,0,0,0,75,waiting,0,sunlight,3
460,T_6,T_6_deposition,deposition,0,0,0,3326,62,done,0,sunlight,3
460,T_6,T_6_ion_imp,ion_imp,0,0,0,1154,38,done,0,sunlight,3
460,T_6,T_6_cry_grw,cry_grw,120,0,0,0,72,waiting,0,sunlight,3
460,T_7,T_7_deposition,deposition,19,42,42,2308,86,processing,0,sunlight,3
460,T_7,T_7_ion_imp,ion_imp,20,0,0,0,54,waiting,0,sunlight,3
460,T_7,T_7_cry_grw,cry_grw,120,0,0,0,53,waiting,0,sunlight,3
460,T_8,T_8_deposition,deposition,60,0,0,0,78,waiting,0,sunlight,3
460,T_8,T_8_ion_imp,ion_imp,20,0,0,0,63,waiting,0,sunlight,3
460,T_8,T_8_cry_grw,cry_grw,120,0,0,0,76,waiting,0,sunlight,3
460,T_9,T_9_deposition,deposition,60,0,0,0,89,waiting,0,sunlight,3
460,T_9,T_9_ion_imp,ion_imp,20,0,0,0,75,waiting,0,sunlight,3
460,T_9,T_9_cry_grw,cry_grw,120,0,0,0,57,waiting,0,sunlight,3
470,T_0,T_0_deposition,deposition,0,0,0,3494,63,done,0,sunlight,3
470,T_0,T_0_ion_imp,ion_imp,0,0,0,1043,96,done,0,sunlight,3
470,T_0,T_0_cry_grw,cry_grw,0,0,0,6881,51,done,0,sunlight,3
470,T_1,T_1_deposition,deposition,0,0,0,3354,45,done,0,sunlight,3
470,T_1,T_1_ion_imp,ion_imp,0,0,0,1020,83,done,0,sunlight,3
470,T_1,T_1_cry_grw,cry_grw,0,0,0,6931,67,done,0,sunlight,3
470,T_2,T_2_deposition,deposition,0,0,0,3446,62,done,0,sunlight,3
470,T_2,T_2_ion_imp,ion_imp,0,0,0,1245,90,done,0,sunlight,3
470,T_2,T_2_cry_grw,cry_grw,0,0,0,6877,82,done,0,sunlight,3
470,T_3,T_3_deposition,deposition,0,0,0,3586,96,done,0,sunlight,3
470,T_3,T_3_ion_imp,ion_imp,0,0,0,1194,64,done,0,sunlight,3
470,T_3,T_3_cry_grw,cry_grw,87,62,62,1960,49,processing,0,sunlight,3
470,T_4,T_4_deposition,deposition,0,0,0,3534,76,done,0,sunlight,3
470,T_4,T_4_ion_imp,ion_imp,0,0,0,1069,99,done,0,sunlight,3
470,T_4,T_4_cry_grw,cry_grw,120,0,0,0,92,waiting,0,sunlight,3
470,T_5,T_5_deposition,deposition,0,0,0,3545,100,done,0,sunlight,3
470,T_5,T_5_ion_imp,ion_imp,0,0,0,1230,73,done,0,sunlight,3
470,T_5,T_5_cry_grw,cry_grw,120,0,0,0,66,waiting,0,sunlight,3
470,T_6,T_6_deposition,deposition,0,0,0,3326,52,done,0,sunlight,3
470,T_6,T_6_ion_imp,ion_imp,0,0,0,1154,71,done,0,sunlight,3
470,T_6,T_6_cry_grw,cry_grw,120,0,0,0,46,waiting,0,sunlight,3
470,T_7,T_7_deposition,deposition,9,47,47,2914,80,processing,0,sunlight,3
470,T_7,T_7_ion_imp,ion_imp,20,0,0,0,55,waiting,0,sunlight,3
470,T_7,T_7_cry_grw,cry_grw,120,0,0,0,48,waiting,0,sunlight,3
